0/0/00001f28.p3d	17619_bwoff_268	Podříznu tě! Podříznu tě!
0/0/00090df8.p3d	15053_p_uwm_176	Zpátky!
0/0/000a1e13.p3d	22532_bwtrb_e04m04_032	Tým B na palubě. Zapojuji se
0/0/000bc028.p3d	18894_susol_282	Zlámej mu ty zasraný nohy.
0/0/000ea1fb.p3d	21849_alex_e02m05_065	Greeneová možná ty věci stvořila. Ale já je zničím.
0/0/00102158.p3d	10409_mahqb_146	Potvrzeno. Bude eskalováno. Podle značení.
0/0/001055ec.p3d	9197_mar_b_366	Je to ten samej chlap?
0/0/0015411d.p3d	22603_dana_e06m01_011	Neeeee!
0/0/001673ed.p3d	25316_nypda_444	Dolů! Dolů!
0/0/001badb6.p3d	20815_p_ham_pain_d	*argh*
0/0/001bb855.p3d	25435_alex_e06m03_703	Cože?  Používají moji DNA, aby mě vystopovali? To musí být důvod, proč vzali Danu... Ale já vím, kde je.  Čas ji dostat zpátky!
0/0/0027a3ae.p3d	15494_p_suf_150	Vymklo se to kontrole!
0/0/0029763d.p3d	4708_maabr_036	Všechny týmy, budeme na to muset jít společně, přepínám.
0/0/002d8139.p3d	17038_bwtrb_218	Máme to udělat? Co uděláme?
0/0/002ff460.p3d	19366_bwhqa_055	Máme potvrzený zásah primárního cíle.
0/0/00332b77.p3d	17757_bwtra_114	Tady jsi! Pojď k tatínkovi.
0/0/003d93c8.p3d	16980_bwtrb_160	Jsem oprávněnej střílet.
0/0/0042e65e.p3d	19219_p_hlf_139	Zdrhejte, hajzlové.
0/0/004a0bdd.p3d	13597_p_erm_119	Mají ten virus, couvni!
0/0/004c5829.p3d	12052_nypda_119	Ježíši, ehm, dispečinku -- potřebuju pomoc. Nehoda! Nehoda!
0/0/004cab2f.p3d	11851_nydisp_116	Všechny jednotky, mám nařízeno připomenout vám, ať na konci směny odevzdáte odznaky s virovým monitoringem.
0/0/004cae7c.p3d	996_bwgsp_236	Čelíme silnému odporu. Nemůžeme odpovědět, přepínám.
0/0/004ccc8c.p3d	13274_p_ctm_033	Za co to bylo!
0/0/0054c04c.p3d	22216_bwbhk_e07m04_09	Rozumím, Ghost přidělen na perimetr, zahajuje nasazení toxinu. Sledujte pozemní nepřátele a udržujte oblet.
0/0/00652737.p3d	14678_p_mtf_034	Uhni mi z cesty.
0/0/0068022d.p3d	24803_nypda_165	*sténání* Vůbec nic nevidím -- je tam někdo?
0/0/006929ae.p3d	22583_bwtrb_e07m01_084	Tahle oblast je čistá! Odsud to zvládneme.
0/0/00697e89.p3d	20153_bwgsp_choke_b	*dušení*
0/0/006a1c97.p3d	14800_p_mtf_154	Přichází to z toho vozidla!
0/0/006cb57d.p3d	21801_alex_e01m02_018	Když půjdu dovnitř bez obhlídky, můžou mě zase přepadnout. To riziko si nemůžu dovolit.
0/0/006e5ac5.p3d	22261_bwhqa_e08m03_036	Letecký průzkum ukazuje na západ, na vašem západním perimetru jsou nepřátelé. Konec.
0/0/0076cc59.p3d	22247_bwhqa_e08m02_022	Všechny jednotky, okamžitě se stáhněte!
0/0/007b2afd.p3d	15313_p_mtm_201	Někdo, pomozte mi prosím? Proboha....
0/0/007ffdda.p3d	14370_p_fdm_186	Jdou si pro nás!
0/0/0083e7a8.p3d	9162_mar_b_331	Sundej ho, kreténe!
0/0/008505c6.p3d	25159_nypda_055	Mohu pomoct?
0/0/008a5197.p3d	20375_magsp_dying_d	*chroptění*
0/0/0093f9fd.p3d	4545_mar_c_403	Zadržte palbu! Jsem váš seržant!
0/0/00a1106a.p3d	17003_bwtrb_183	Sejmi ho!
0/0/00a1a98e.p3d	12316_nypda_388	Prosím, můj kluk má zítra narozeniny!
0/0/00a3861c.p3d	19331_bwhqa_020	Všechny jednotky, velitelství žádá zaplavit zónu a krýt ji, přepínám.
0/0/00a6ba93.p3d	17722_bwtra_079	Boží mód, boží mód, sedlej se, kovboji, je přímo tady, přímo teď.
0/0/00ae415e.p3d	16535_bwabr_075	Zóna vypadá čistě. Žádná stopa po nepříteli.
0/0/00b6ea9d.p3d	9774_maf35_062	Mám ho! Pozemní, potvrďte zásah, přepínám.
0/0/00b7301f.p3d	8948_mar_b_117	Kluci, ten hajzl je zpátky.
0/0/00bbbffe.p3d	20058_magsp_326	Tornado Sedm, padá to tvrdě!
0/0/00bd9b0e.p3d	13562_p_erm_084	Ne, je-je to v pohodě. Já-já-já to nejsem!
0/0/00c1c98c.p3d	19896_magsp_184	Potvrzuji, cíl zničen, přepínám.
0/0/00c3d090.p3d	18078_bwtra_435	Do prdele! Do prdele s tebou!
0/0/00ca2d92.p3d	4971_maabr_279	Jsme tu v tom hluboko. Šlápni na to!
0/0/00cc5b5a.p3d	13082_p_ctf_071	Myslím, že ho vidím! Tamhle!
0/0/00e20f6a.p3d	14573_p_ham_159	Prosím! Nezabíjej mě, kámo! Prosím!
0/0/00e24abd.p3d	17427_bwoff_086	Všichni, udržujte palbu na mém cíli!
0/0/00e9c4bb.p3d	15156_p_mtm_048	Policie, tady je váš člověk!
