textbible_english.p3d	ENGLISH	ENGLISH
textbible_english.p3d	TM	™
textbible_english.p3d	RETURN_TO_START_WARNING	Pokračováním v této akci přijdeš o všechna neuložená data.\n\nChceš přesto ukončit?
textbible_english.p3d	FRENCH	FRENCH
textbible_english.p3d	ITALIAN	ITALIAN
textbible_english.p3d	SPANISH	SPANISH
textbible_english.p3d	YOU_WILL_NOT_BE_ABLE_TO_SAVE	NEBUDEŠ SI MOCI ULOŽIT HRU
textbible_english.p3d	XBOX_CONTROLLER_NAME	Xbox 360 Controller
textbible_english.p3d	ACHIEVEMENTS	ÚSPĚCHY
textbible_english.p3d	ATTACK_THROW	ÚTOK / HOD
textbible_english.p3d	ATTACK	ÚTOK
textbible_english.p3d	ATTACK_ONLY	ÚTOK
textbible_english.p3d	ATTACK_POWER	ÚTOČNÁ SCHOPNOST
textbible_english.p3d	SAVEICON_SAVE	UKLÁDÁM...
textbible_english.p3d	SAVEICON_LOAD	UKLÁDÁM...
textbible_english.p3d	DISABLED	VYPNUTO
textbible_english.p3d	LOCKED	ZAMČENO
textbible_english.p3d	INSTALL_COPYING	Instalace herních dat. Nevypínej napájení, dokud bliká kontrolka přístupu na HDD.
textbible_english.p3d	INSTALL_REPAIRING	Herní data jsou poškozená. Probíhá oprava. Nevypínej napájení, dokud bliká kontrolka přístupu na HDD.
textbible_english.p3d	INSTALL_INSUFFICIENT_SPACE	Na HDD není dostatek volného místa. [PROTOTYPE]™ vyžaduje alespoň %1:NUMBER MB volného místa. Stiskem tlačítka PS se vrátíš na \nobrazovku XMB™. Hru můžeš spustit znovu po uvolnění %1:NUMBER MB místa na HDD.
textbible_english.p3d	INSTALL_CORRUPT	Herní data jsou poškozená. Ukonči hru a smaž tato herní data.
textbible_english.p3d	CANCEL_CTRL_SETTINGS	RUŠENÍ NOVÉHO NASTAVENÍ OVLÁDÁNÍ...
textbible_english.p3d	CANCEL_CTRL_SETTINGS_MSG	NASTAVENÍ BYLO ZMĚNĚNO. ZAHODIT NOVÉ NASTAVENÍ?
textbible_english.p3d	CHECKING_GAME_DATA	KONTROLA HERNÍCH DAT........OK
textbible_english.p3d	CHECKING_INSTALATION	KONTROLA INSTALACE..........OK
textbible_english.p3d	CHECKING_NETWORK	KONTROLA SÍTĚ..........ONLINE
textbible_english.p3d	CHECKING_SAVED_DATA	KONTROLA ULOŽENÝCH DAT.......OK
textbible_english.p3d	CONFIRM_CTRL_SETTINGS	POTVRZOVÁNÍ NOVÉHO NASTAVENÍ OVLÁDÁNÍ...
textbible_english.p3d	CONFIRM_CTRL_SETTINGS_MSG	POUŽÍT NOVÉ NASTAVENÍ?
textbible_english.p3d	CREDITS	TVŮRCI
textbible_english.p3d	DEFAULT_CAMERA	VÝCHOZÍ KAMERA
textbible_english.p3d	DEFENSE_POWER	OBRANNÁ SCHOPNOST
textbible_english.p3d	DISGUISE_POWER	SCHOPNOST PŘEVLEKU
textbible_english.p3d	DISGUISE_SWITCH	ZMĚNIT
textbible_english.p3d	DUPLICATE_ERROR_MSG	%1:STRING je přiřazeno ke stejné klávese jako %2:STRING ve schématu ovládání %3:STRING
textbible_english.p3d	GRAB_THROW	CHYTIT / HOD
textbible_english.p3d	GRAB_ONLY	CHYTIT
textbible_english.p3d	BGR_SYMBOL	%0:BUTTON02
textbible_english.p3d	DPA_SYMBOL	%0:BUTTON05
textbible_english.p3d	DPR_SYMBOL	%0:BUTTON00
textbible_english.p3d	DPL_SYMBOL	%0:BUTTON16
textbible_english.p3d	DPU_SYMBOL	%0:BUTTON14
textbible_english.p3d	DPD_SYMBOL	%0:BUTTON15
textbible_english.p3d	BJU_SYMBOL	%0:BUTTON01
textbible_english.p3d	BAT_SYMBOL	%0:BUTTON03
